"id","name","normalized_name","gender"
1909,"Brinkley","brinkley","Unknown"
1910,"Suzanne Somers","suzanne somers","Unknown"
1913,"Courtroom Spectators","courtroom spectators","Unknown"
1914,"Amendment","amendment","Unknown"
1915,"Congressman","congressman","Unknown"
1916,"Mob Of Amendments","mob of amendments","Unknown"
1917,"Crazy Amendment","crazy amendment","Unknown"
1918,"Lester","lester","Unknown"
1919,"Miss Piggy","miss piggy","Unknown"
1920,"Sir Kermit","sir kermit","Unknown"
1921,"Paparazzo","paparazzo","Unknown"
1922,"PHONE VOICE","phone voice","Unknown"
1924,"Diners","diners","Unknown"
1925,"Obnoxious Diner","obnoxious diner","Unknown"
1926,"TROY/ONSCREEN TROY","troyonscreen troy","Unknown"
1927,"Male Co-host","male co-host","Unknown"
1928,"Female Co-host","female co-host","Unknown"
1929,"Ape","ape","Unknown"
1930,"Ape #2","ape 2","Unknown"
1931,"Chorus Of Ape Elders","chorus of ape elders","Unknown"
1932,"Ape Nurse","ape nurse","Unknown"
1933,"Dr. Zaius","dr zaius","Unknown"
1934,"Jub-Jub","jub-jub","Unknown"
1935,"Ticketing Agent","ticketing agent","Unknown"
1936,"Crackerman","crackerman","Unknown"
1937,"Other Traders","other traders","Unknown"
1938,"Angry Dad","angry dad","Unknown"
1939,"Deranged-looking Hitchhiker","deranged-looking hitchhiker","Unknown"
1940,"Andy Williams","andy williams","Unknown"
1941,"Commanding-voiced Man","commanding-voiced man","Unknown"
1942,"Proprietor","proprietor","Unknown"
1943,"Al Gore Doll","al gore doll","Unknown"
1944,"Pawn Shop Clerk","pawn shop clerk","Unknown"
1945,"Chinese Doctor","chinese doctor","Unknown"
1946,"Oak Ridge Engineer","oak ridge engineer","Unknown"
1947,"Review Board Members","review board members","Unknown"
1948,"Review Board Chairman","review board chairman","Unknown"
1875,"Brandine Del Roy","brandine del roy","Female"
1899,"HURLBUT","hurlbut","Male"
1867,"Disco Stu","disco stu","Male"
1911,"Chester Lampwick","chester lampwick","Male"
1923,"Macarthur Parker","macarthur parker","Male"
1858,"Detective","detective","Male"
1876,"Evelyn","evelyn","Female"
1949,"Señora Bumblebee Man","señora bumblebee man","Unknown"
1950,"Twangy Singers","twangy singers","Unknown"
1951,"Very Tall Man","very tall man","Unknown"
1952,"Grampa Van Houten","grampa van houten","Unknown"
1953,"Judge Grandfather","judge grandfather","Unknown"
1954,"VIDAL","vidal","Unknown"
1955,"Voice On Intercom","voice on intercom","Unknown"
1956,"Phony Homer","phony homer","Unknown"
1957,"Phony Marge","phony marge","Unknown"
1958,"Iggy Wiggum","iggy wiggum","Unknown"
1959,"Sheldon Skinner","sheldon skinner","Unknown"
1960,"Arnie Gumble","arnie gumble","Unknown"
1961,"Ox","ox","Unknown"
1962,"Platoon","platoon","Unknown"
1963,"Etch","etch","Unknown"
1964,"ROD/TODD","rodtodd","Unknown"
1965,"State Dept. Man #1","state dept man 1","Unknown"
1966,"State Dept. Man #2","state dept man 2","Unknown"
1967,"Von Wörtzenburger","von wörtzenburger","Unknown"
1968,"VON WÖRTZENURGER","von wÖrtzenurger","Unknown"
1969,"GREAT GRAMPA","great grampa","Unknown"
1970,"Great Grampa Simpson","great grampa simpson","Unknown"
1971,"GREAT GRAMMA SIMPSON","great gramma simpson","Unknown"
1972,"Apu's Father","apus father","Unknown"
1973,"Apu's Mother","apus mother","Unknown"
1974,"Young Apu","young apu","Unknown"
1976,"Young Frink","young frink","Unknown"
1977,"Tom Cruise","tom cruise","Unknown"
1978,"Nicole Kidman","nicole kidman","Unknown"
1979,"I.N.S. AGENT","ins agent","Unknown"
1980,"Radio","radio","Unknown"
1981,"Sales Teen","sales teen","Unknown"
1982,"First Cool Guy","first cool guy","Unknown"
1983,"All Other Guys","all other guys","Unknown"
1984,"Second Girl","second girl","Unknown"
1985,"Ticket","ticket","Unknown"
1986,"Blockhead","blockhead","Unknown"
1987,"B-Real","b-real","Unknown"
1988,"Sales Kid","sales kid","Unknown"
1989,"Sour Kid","sour kid","Unknown"
1990,"Many Kids","many kids","Unknown"
1991,"Sour Kid #2","sour kid 2","Unknown"
1992,"Sour Girl","sour girl","Unknown"
1993,"Peter Frampton","peter frampton","Unknown"
1994,"Billy Corgan","billy corgan","Unknown"
1995,"Sonic Youth","sonic youth","Unknown"
1996,"Cypress Hill","cypress hill","Unknown"
1997,"Smashing Pumpkins","smashing pumpkins","Unknown"
1998,"First Gen-x Kid","first gen-x kid","Unknown"
1999,"Second Gen-x Kid","second gen-x kid","Unknown"
2001,"Jimmy Chamberlin","jimmy chamberlin","Unknown"
2002,"James Iha","james iha","Unknown"
2003,"DJ Muggs","dj muggs","Unknown"
2004,"London Orchestra Guy","london orchestra guy","Unknown"
2005,"FRAMPTON'S GUITAR","framptons guitar","Unknown"
2006,"Otto's Left Shoe","ottos left shoe","Unknown"
2007,"Otto's Right Shoe","ottos right shoe","Unknown"
2008,"Thurston Moore","thurston moore","Unknown"
2009,"Steve Shelley","steve shelley","Unknown"
2010,"Lee Ranaldo","lee ranaldo","Unknown"
2011,"Kim Gordon","kim gordon","Unknown"
2012,"Sen-Dog","sen-dog","Unknown"
2013,"Ice Cream Truck Supervisor","ice cream truck supervisor","Unknown"
2014,"Nerdy Girl","nerdy girl","Unknown"
2015,"OTHER NERDY GIRL","other nerdy girl","Unknown"
2016,"Pippi Longstocking","pippi longstocking","Unknown"
2017,"Eustace Tilley","eustace tilley","Unknown"
2018,"Alice","alice","Unknown"
2019,"COOL KID VOICE","cool kid voice","Unknown"
2020,"COOL GIRL VOICE","cool girl voice","Unknown"
2021,"Rick","rick","Unknown"
2022,"Erin","erin","Unknown"
2023,"Apu II","apu ii","Unknown"
2024,"Something","something","Unknown"
2025,"Hulking, Shambling Figure","hulking shambling figure","Unknown"
2026,"Hugo","hugo","Unknown"
2027,"Prof. Mini-Frink","prof mini-frink","Unknown"
2028,"Notable","notable","Unknown"
2029,"Fat Man","fat man","Unknown"
2030,"Dole","dole","Unknown"
2031,"Committee Staff","committee staff","Unknown"
2032,"Clinton","clinton","Unknown"
2033,"KODOS-CLINTON","kodos-clinton","Unknown"
2034,"KANG-DOLE","kang-dole","Unknown"
2035,"Spokesman","spokesman","Unknown"
2036,"SECRET SERVICEMAN","secret serviceman","Unknown"
2037,"Man In Crowd","man in crowd","Unknown"
2038,"Alien Crier","alien crier","Unknown"
2039,"Businesswoman","businesswoman","Unknown"
2041,"Technicians","technicians","Unknown"
2042,"Student In Sunglasses","student in sunglasses","Unknown"
2043,"Milhouse","milhouse","Unknown"
2044,"Mr. Doyle","mr doyle","Unknown"
2045,"Leg-up Kid","leg-up kid","Unknown"
2046,"2nd Leg-up Kid","2nd leg-up kid","Unknown"
2047,"3RD LEG-UP KID","3rd leg-up kid","Unknown"
2048,"Leg-up Teacher","leg-up teacher","Unknown"
2049,"Rest Of Class","rest of class","Unknown"
2050,"Mrs. Owl","mrs owl","Unknown"
2051,"U.N. Member","un member","Unknown"
2052,"2nd U.N. Member","2nd un member","Unknown"
2053,"Jumpsuited Guy","jumpsuited guy","Unknown"
3001,"Duncan","duncan","Unknown"
2040,"Hank Scorpio","hank scorpio","Male"
2000,"D'arcy","darcy","Female"
2054,"Record/children","recordchildren","Unknown"
2055,"Computer","computer","Unknown"
2056,"Messenger","messenger","Unknown"
2057,"Mall Announcer","mall announcer","Unknown"
2058,"Indian #1","indian 1","Unknown"
2059,"Indian #2","indian 2","Unknown"
2060,"Microchip Voice","microchip voice","Unknown"
2061,"Jimbo's Dad","jimbos dad","Unknown"
2062,"Dolph's Dad","dolphs dad","Unknown"
2063,"Kearney's Dad","kearneys dad","Unknown"
2064,"LUCIUS","lucius","Unknown"
2066,"Prisoners","prisoners","Unknown"
2067,"Questioner #1","questioner 1","Unknown"
2068,"Questioner #2","questioner 2","Unknown"
2069,"Questioner #3","questioner 3","Unknown"
2070,"PAROLE BOARD MEMBERS","parole board members","Unknown"
2071,"T-shirt Vendor","t-shirt vendor","Unknown"
2072,"Michael Buffer","michael buffer","Unknown"
2073,"Fan Man","fan man","Unknown"
2074,"Park Ranger","park ranger","Unknown"
2075,"Tour Group","tour group","Unknown"
2076,"Old Preppie","old preppie","Unknown"
2077,"Willy Loman","willy loman","Unknown"
2078,"Wealthy Dowager","wealthy dowager","Unknown"
2079,"Male Admissions Officer","male admissions officer","Unknown"
2080,"Female Admissions Officer","female admissions officer","Unknown"
2081,"Costume Shop Clerk","costume shop clerk","Unknown"
2082,"Child's Voice","childs voice","Unknown"
2083,"Simulated Homer","simulated homer","Unknown"
2084,"Starlet","starlet","Unknown"
2085,"Sports Announcer","sports announcer","Unknown"
2086,"Dancer #1","dancer 1","Unknown"
2088,"Rusty","rusty","Unknown"
2089,"Bernice Hibbert","bernice hibbert","Unknown"
2090,"Dancer #2","dancer 2","Unknown"
2091,"BELLE/DANCERS","belledancers","Unknown"
2092,"Townsmen Chorus","townsmen chorus","Unknown"
2093,"Marge's Dummy","marges dummy","Unknown"
2094,"Hibbert Family","hibbert family","Unknown"
2095,"Kearney, Jr.","kearney jr","Unknown"
2096,"Single Man","single man","Unknown"
2097,"Cracker Executive","cracker executive","Unknown"
2098,"Chase","chase","Unknown"
2099,"Starla","starla","Unknown"
2100,"Flashback Homer","flashback homer","Unknown"
2101,"Flashback Marge","flashback marge","Unknown"
2102,"COMBO FRONTMAN","combo frontman","Unknown"
2103,"Bandmembers","bandmembers","Unknown"
2104,"Homer's Recording","homers recording","Unknown"
2105,"Milhouse's Thoughts","milhouses thoughts","Unknown"
2106,"Paramedic","paramedic","Unknown"
2107,"Nelson's Brain","nelsons brain","Unknown"
2108,"National Guardsman","national guardsman","Unknown"
2109,"Main Title Singers","main title singers","Unknown"
2110,"Prison Officials","prison officials","Unknown"
2111,"Citizens","citizens","Unknown"
2112,"Older Nurse","older nurse","Unknown"
2114,"Young Ned","young ned","Unknown"
2115,"Young Dr. Foster","young dr foster","Unknown"
2116,"Nedward Flanders, Sr.","nedward flanders sr","Unknown"
2117,"Mona Flanders","mona flanders","Unknown"
2118,"Crazy Man","crazy man","Unknown"
2119,"Jay Sherman","jay sherman","Unknown"
2120,"Various Onlookers","various onlookers","Unknown"
2121,"Coyote","coyote","Unknown"
2122,"Furniture Salesman","furniture salesman","Unknown"
2123,"First Mate","first mate","Unknown"
2124,"Leonard Nimoy","leonard nimoy","Unknown"
2125,"Video Arcade Man","video arcade man","Unknown"
2126,"Kevin Costner Voice","kevin costner voice","Unknown"
2127,"Guilty Man","guilty man","Unknown"
2128,"Fox Mulder","fox mulder","Unknown"
2129,"Dana Scully","dana scully","Unknown"
2130,"Alf","alf","Unknown"
2131,"MARVIN-THE-MARTIAN-TYPE","marvin-the-martian-type","Unknown"
2132,"Whale","whale","Unknown"
2133,"Frog #1","frog 1","Unknown"
2134,"Frog #2","frog 2","Unknown"
2135,"Frog #3","frog 3","Unknown"
2136,"alligator","alligator","Unknown"
2137,"Hot Dog Stand Guy","hot dog stand guy","Unknown"
2138,"SMITHERS'","smithers","Unknown"
2139,"NICK RIVIERA","nick riviera","Unknown"
2140,"Motivational Man","motivational man","Unknown"
2141,"Picture Man","picture man","Unknown"
2142,"Pita Saleswoman","pita saleswoman","Unknown"
2143,"Investorettes","investorettes","Unknown"
2144,"Frank Ormand","frank ormand","Unknown"
2145,"1st Sportscaster","1st sportscaster","Unknown"
2146,"Entire Stadium","entire stadium","Unknown"
2147,"2nd Sportscaster","2nd sportscaster","Unknown"
2148,"Mobster","mobster","Unknown"
2149,"Little Yakuza","little yakuza","Unknown"
2150,"Yakuza","yakuza","Unknown"
2151,"1st Panicked Employee","1st panicked employee","Unknown"
2152,"2nd Panicked Employee","2nd panicked employee","Unknown"
2153,"Ranger","ranger","Unknown"
2154,"Smokey Bear","smokey bear","Unknown"
2155,"Smithers's Echo","smitherss echo","Unknown"
2156,"John Muir","john muir","Unknown"
2157,"Drunk Man","drunk man","Unknown"
2158,"McFadden","mcfadden","Unknown"
2113,"Dr. Foster","dr foster","Male"
2087,"Belle","belle","Female"
2159,"Mr. Burns's Thoughts","mr burnss thoughts","Unknown"
2160,"Family","family","Unknown"
2161,"FORD","ford","Unknown"
2162,"Older Woman","older woman","Unknown"
2163,"Elderly Woman","elderly woman","Unknown"
2164,"Nanny","nanny","Unknown"
2166,"Fidgety Lieutenant","fidgety lieutenant","Unknown"
2167,"Quentin Tarantino","quentin tarantino","Unknown"
2168,"Moderator","moderator","Unknown"
2169,"Writer #1","writer 1","Unknown"
2170,"Writer #3","writer 3","Unknown"
2171,"Writing Staff","writing staff","Unknown"
2172,"Head Animator","head animator","Unknown"
2173,"Roy","roy","Unknown"
2174,"David Cohen","david cohen","Unknown"
2175,"Sound Engineer","sound engineer","Unknown"
2176,"June","june","Unknown"
2177,"Nerd In Audience","nerd in audience","Unknown"
2178,"Theme Singers","theme singers","Unknown"
2179,"Very Deep Voice","very deep voice","Unknown"
2180,"Poochie","poochie","Unknown"
2181,"Hip Saleswoman","hip saleswoman","Unknown"
2182,"100 Workers","100 workers","Unknown"
2183,"Buffed Worker","buffed worker","Unknown"
2184,"Worker In Crowd","worker in crowd","Unknown"
2185,"Convicts","convicts","Unknown"
2186,"Fat Convict","fat convict","Unknown"
2188,"Sideshow Bob's Brain","sideshow bobs brain","Unknown"
2189,"1986 Cecil","1986 cecil","Unknown"
2190,"1986 BOB","1986 bob","Unknown"
2191,"1986 Krusty","1986 krusty","Unknown"
2192,"EVERYONE BUT BOB AND CECIL","everyone but bob and cecil","Unknown"
2193,"Cousin Merl","cousin merl","Unknown"
2194,"Man In Lower Outhouse","man in lower outhouse","Unknown"
2195,"Comedy Nurse","comedy nurse","Unknown"
2196,"Distressed Yuppie","distressed yuppie","Unknown"
2197,"Young Italian Man #1","young italian man 1","Unknown"
2198,"Limo Driver","limo driver","Unknown"
2199,"Emergency Operator","emergency operator","Unknown"
2200,"Irish Cops","irish cops","Unknown"
2201,"Drunken Revelers","drunken revelers","Unknown"
2202,"Shocked Old Woman","shocked old woman","Unknown"
2203,"Bar Crowd","bar crowd","Unknown"
2204,"Temperance Women","temperance women","Unknown"
2205,"Very Old Clerk","very old clerk","Unknown"
2206,"Councilmen","councilmen","Unknown"
2207,"Head Of Duff","head of duff","Unknown"
2208,"Quimby's Aide","quimbys aide","Unknown"
2210,"HOMER, MARGE AND BART","homer marge and bart","Unknown"
2211,"Helpful Clerk","helpful clerk","Unknown"
2212,"Voice In Crowd","voice in crowd","Unknown"
2213,"Magician","magician","Unknown"
2214,"Cafeteria Worker","cafeteria worker","Unknown"
2215,"Computerized Japanese Voice","computerized japanese voice","Unknown"
2216,"Laddie","laddie","Unknown"
2217,"Credit Representative","credit representative","Unknown"
2218,"Repo Goon #2","repo goon 2","Unknown"
2219,"Heiress","heiress","Unknown"
2220,"Lumley","lumley","Unknown"
2221,"Distant Voice","distant voice","Unknown"
2222,"FIRE-STOKER","fire-stoker","Unknown"
2223,"Tommy","tommy","Unknown"
2224,"Mitchell","mitchell","Unknown"
2225,"Stockbroker","stockbroker","Unknown"
2226,"ADVISORS & SMITHERS","advisors smithers","Unknown"
2227,"Real Estate Agent","real estate agent","Unknown"
2228,"Bret ""The Hitman"" Hart","bret the hitman hart","Unknown"
2229,"Shrieking Sheik","shrieking sheik","Unknown"
2230,"Activity Coordinator","activity coordinator","Unknown"
2231,"Female Resident","female resident","Unknown"
2232,"Male Resident","male resident","Unknown"
2233,"Several Residents","several residents","Unknown"
2234,"Hospital Intercom","hospital intercom","Unknown"
2235,"Test Blast Announcer","test blast announcer","Unknown"
2236,"Nearby Patient","nearby patient","Unknown"
2237,"P.A. SYSTEM","pa system","Unknown"
2238,"Young Flanders","young flanders","Unknown"
2239,"Young Lovejoy","young lovejoy","Unknown"
2240,"Japanese Worker #1","japanese worker 1","Unknown"
2241,"St. Eleutherius","st eleutherius","Unknown"
2242,"St. Bartholomew","st bartholomew","Unknown"
2243,"St. Lucian","st lucian","Unknown"
2244,"St. Donickus","st donickus","Unknown"
2245,"Japanese Businessman","japanese businessman","Unknown"
2246,"Mr. Sparkle","mr sparkle","Unknown"
2247,"UNDERWATER GIRLS #1 & #2","underwater girls 1 2","Unknown"
2248,"UNDERWATER GIRL #3","underwater girl 3","Unknown"
2249,"Sumo Wrestlers","sumo wrestlers","Unknown"
2250,"Japanese Announcer","japanese announcer","Unknown"
2251,"Donny","donny","Unknown"
2252,"Baboon","baboon","Unknown"
2253,"Japanese Tourist","japanese tourist","Unknown"
2254,"Zookeeper","zookeeper","Unknown"
2255,"Baboons","baboons","Unknown"
2257,"City Employee","city employee","Unknown"
2258,"Portly Chef","portly chef","Unknown"
2259,"Big Daddy","big daddy","Unknown"
2260,"Scary Huge-headed Figure","scary huge-headed figure","Unknown"
2261,"Betty","betty","Unknown"
2187,"Cecil Terwilliger","cecil terwilliger","Male"
2165,"SHARY","shary","Female"
2209,"Rex Banner","rex banner","Male"
2262,"BETTY & MOE","betty moe","Unknown"
2263,"MOE & BETTY","moe betty","Unknown"
2264,"Tim Conway","tim conway","Unknown"
2265,"Ozmodiar","ozmodiar","Unknown"
2266,"OSMODIAR AND TROY","osmodiar and troy","Unknown"
2267,"Adlai Stevenson","adlai stevenson","Unknown"
2268,"Parrots","parrots","Unknown"
2270,"Cadet","cadet","Unknown"
2271,"Cadet Larsen","cadet larsen","Unknown"
2272,"Cadet Franklin","cadet franklin","Unknown"
2273,"Cadet Platt","cadet platt","Unknown"
2274,"Cadets","cadets","Unknown"
2275,"CADET ANDERSEN","cadet andersen","Unknown"
2276,"Cadet Anderson","cadet anderson","Unknown"
2278,"Cheerleaders","cheerleaders","Unknown"
2279,"Hasidic Man","hasidic man","Unknown"
2280,"Immigrants","immigrants","Unknown"
2281,"OFFICE WORKER IN TOWER ONE","office worker in tower one","Unknown"
2282,"OFFICE WORKER IN TOWER TWO","office worker in tower two","Unknown"
2283,"Undershirt Guy","undershirt guy","Unknown"
2284,"Dmv Recording","dmv recording","Unknown"
2285,"Gruff Voice","gruff voice","Unknown"
2286,"Crazy Guy","crazy guy","Unknown"
2287,"Fireworks Vendor","fireworks vendor","Unknown"
2288,"Society Matron","society matron","Unknown"
2289,"Alfred E. Neuman","alfred e neuman","Unknown"
2290,"Angry Cab Driver","angry cab driver","Unknown"
2291,"Bike Messenger","bike messenger","Unknown"
2292,"Song On Radio","song on radio","Unknown"
2293,"Jury Member #1","jury member 1","Unknown"
2294,"Jury Member #2","jury member 2","Unknown"
2295,"Jury Chorus","jury chorus","Unknown"
2296,"Mr. Cleary","mr cleary","Unknown"
2297,"Staff/patients","staffpatients","Unknown"
2298,"Construction Worker","construction worker","Unknown"
2299,"Picnickers","picnickers","Unknown"
2300,"Carriage Driver","carriage driver","Unknown"
2301,"Student Choir","student choir","Unknown"
2302,"Stranger","stranger","Unknown"
2305,"Young Armin","young armin","Unknown"
2306,"Frog","frog","Unknown"
2307,"Krusty","krusty","Unknown"
2308,"Asian Boy","asian boy","Unknown"
2309,"Young Barney","young barney","Unknown"
2310,"Little Girls","little girls","Unknown"
2311,"Headmistress","headmistress","Unknown"
2312,"Man At Bar","man at bar","Unknown"
2313,"French President","french president","Unknown"
2314,"Mutant Sideshow Mel","mutant sideshow mel","Unknown"
2315,"Mutant Dr. Hibbert","mutant dr hibbert","Unknown"
2316,"Mutant Moe","mutant moe","Unknown"
2317,"Mutant Skinner","mutant skinner","Unknown"
2318,"Mutant Burns","mutant burns","Unknown"
2319,"Mutant Lenny","mutant lenny","Unknown"
2320,"Mutants","mutants","Unknown"
2321,"Mutant Wiggum","mutant wiggum","Unknown"
2322,"MUTANT FLANDERS","mutant flanders","Unknown"
2323,"MUTANT MEL/SKINNER/MOE/BURNS/WIGGUM","mutant melskinnermoeburnswiggum","Unknown"
2324,"Creature","creature","Unknown"
2325,"Fly-head","fly-head","Unknown"
2326,"Governor Quimby","governor quimby","Unknown"
2327,"Constable Wiggum","constable wiggum","Unknown"
2328,"Goodman Skinner","goodman skinner","Unknown"
2329,"Goodman Flanders","goodman flanders","Unknown"
2330,"Pastor Lovejoy","pastor lovejoy","Unknown"
2331,"Goodman Moe","goodman moe","Unknown"
2332,"Goody Krabappel","goody krabappel","Unknown"
2333,"Goodman Lenny","goodman lenny","Unknown"
2334,"Snowman Eddie","snowman eddie","Unknown"
2335,"Princess Lou","princess lou","Unknown"
2336,"Goody Maude","goody maude","Unknown"
2337,"Pelé","pelé","Unknown"
2338,"Foreign Announcer","foreign announcer","Unknown"
2339,"Soccer Hooligans","soccer hooligans","Unknown"
2340,"Soccer Hooligan","soccer hooligan","Unknown"
2341,"Security Salesman","security salesman","Unknown"
2342,"Gun Clerk","gun clerk","Unknown"
2343,"Hooker","hooker","Unknown"
2344,"Muffled Voice","muffled voice","Unknown"
2345,"Team","team","Unknown"
2346,"Roy Firestone","roy firestone","Unknown"
2347,"Teenage Smithers","teenage smithers","Unknown"
2348,"MIDDLE-AGE GRAMPA","middle-age grampa","Unknown"
2349,"Teenage Lenny","teenage lenny","Unknown"
2351,"Joe Namath","joe namath","Unknown"
2352,"Other Players","other players","Unknown"
2353,"HANK","hank","Unknown"
2354,"Female Voices","female voices","Unknown"
2355,"Female Crowd Members","female crowd members","Unknown"
2356,"Manjula's Mother","manjulas mother","Unknown"
2357,"Siegfried","siegfried","Unknown"
2358,"Guests","guests","Unknown"
2359,"Ganesh","ganesh","Unknown"
2360,"Burly Guest","burly guest","Unknown"
2361,"Indian Singers","indian singers","Unknown"
2362,"Mall Executive","mall executive","Unknown"
2363,"Pr Man","pr man","Unknown"
2364,"Caveman","caveman","Unknown"
2365,"Stephen Jay Gould","stephen jay gould","Unknown"
2277,"Duffman","duffman","Male"
2304,"Armin","armin","Male"
2269,"Commandant","commandant","Male"
2303,"Sgt. Skinner","sgt skinner","Male"
2366,"SOUTH AMERICAN BIDDER","south american bidder","Unknown"
2367,"Johnny D","johnny d","Unknown"
2368,"City Clerk","city clerk","Unknown"
2370,"Cookie","cookie","Unknown"
2371,"Assorted Agents","assorted agents","Unknown"
2372,"Lionel Hutz's Head","lionel hutzs head","Unknown"
2373,"Female Victim","female victim","Unknown"
2374,"Other Realtors","other realtors","Unknown"
2375,"Dove","dove","Unknown"
2376,"Shopper","shopper","Unknown"
2377,"Cheerleader","cheerleader","Unknown"
2378,"Toy","toy","Unknown"
2379,"Patches","patches","Unknown"
2380,"Poor Violet","poor violet","Unknown"
2381,"Sullen Teen","sullen teen","Unknown"
2382,"Sean","sean","Unknown"
2383,"Alex Trebek","alex trebek","Unknown"
2384,"Goon #1","goon 1","Unknown"
2385,"Hombre","hombre","Unknown"
2386,"Clint Eastwood","clint eastwood","Unknown"
2387,"Townspeople Chorus","townspeople chorus","Unknown"
2388,"Lee Marvin","lee marvin","Unknown"
2389,"Female Chorus","female chorus","Unknown"
2390,"SECOND FEMALE CHORUS","second female chorus","Unknown"
2391,"Kids On Ride","kids on ride","Unknown"
2392,"Carny","carny","Unknown"
2393,"Dracula Voice","dracula voice","Unknown"
2394,"Maintenance Man","maintenance man","Unknown"
2395,"Game Announcer","game announcer","Unknown"
2397,"Spud","spud","Unknown"
2398,"Performer","performer","Unknown"
2399,"Camel","camel","Unknown"
2400,"Fantastic Dan","fantastic dan","Unknown"
2401,"Passengers","passengers","Unknown"
2402,"Hari Krishna","hari krishna","Unknown"
2403,"Christian","christian","Unknown"
2404,"Jane","jane","Unknown"
2406,"Movementarians","movementarians","Unknown"
2407,"Don","don","Unknown"
2408,"Homer's Stomach","homers stomach","Unknown"
2409,"Homer's Feet","homers feet","Unknown"
2410,"Leader","leader","Unknown"
2411,"THE LEADER","the leader","Unknown"
2412,"Noah","noah","Unknown"
2413,"Singing Children","singing children","Unknown"
2414,"Chinese Sailor #1","chinese sailor 1","Unknown"
2415,"Chinese Sailor #2","chinese sailor 2","Unknown"
2416,"Bill Gates","bill gates","Unknown"
2417,"James Earl Jones","james earl jones","Unknown"
2418,"Volunteer","volunteer","Unknown"
2419,"Steven Wright","steven wright","Unknown"
2420,"Bobcat Goldthwaite","bobcat goldthwaite","Unknown"
2421,"JANEANE","janeane","Unknown"
2422,"Bruce Baum","bruce baum","Unknown"
2423,"COMPUTER ON STOOL","computer on stool","Unknown"
2424,"Comics","comics","Unknown"
2425,"Mr. Teeny","mr teeny","Unknown"
2426,"Businessman #1","businessman 1","Unknown"
2427,"Businessman #2","businessman 2","Unknown"
2428,"Jay Leno","jay leno","Unknown"
2429,"HANK WILLIAMS JR.","hank williams jr","Unknown"
2431,"Republican Candidate","republican candidate","Unknown"
2432,"Drunken Cop","drunken cop","Unknown"
2433,"Photographer Cop","photographer cop","Unknown"
2434,"Homer's Voice","homers voice","Unknown"
2435,"GHOSTLY HOMER","ghostly homer","Unknown"
2436,"Square Guy","square guy","Unknown"
2437,"Station Manager","station manager","Unknown"
2438,"Great Uncle Chet","great uncle chet","Unknown"
2439,"Well-dressed Relative","well-dressed relative","Unknown"
2440,"Relative #1","relative 1","Unknown"
2441,"Relative #2","relative 2","Unknown"
2442,"Relative #3","relative 3","Unknown"
2443,"Relative #4","relative 4","Unknown"
2444,"Relative #5","relative 5","Unknown"
2445,"Dr. Simpson","dr simpson","Unknown"
2446,"Simpson Woman #1","simpson woman 1","Unknown"
2447,"Simpson Woman #2","simpson woman 2","Unknown"
2448,"Simpson Woman #3","simpson woman 3","Unknown"
2449,"Nerdy Kids","nerdy kids","Unknown"
2450,"Female Computer","female computer","Unknown"
2451,"Bullies","bullies","Unknown"
2452,"Elderly Night Watchman","elderly night watchman","Unknown"
2453,"Leprechaun","leprechaun","Unknown"
2454,"General Donut","general donut","Unknown"
2455,"Donuts","donuts","Unknown"
2456,"Roddy McDonut","roddy mcdonut","Unknown"
2457,"Big Donut","big donut","Unknown"
2458,"Big Hand Guy","big hand guy","Unknown"
2459,"Naval Announcer","naval announcer","Unknown"
2460,"Recruiting Officer","recruiting officer","Unknown"
2461,"Asian Man","asian man","Unknown"
2462,"Drill Instructor","drill instructor","Unknown"
2463,"Barney's Mom","barneys mom","Unknown"
2464,"Head Chef","head chef","Unknown"
2465,"Head Instructor","head instructor","Unknown"
2466,"WORLD WAR I RECREATIONISTS","world war i recreationists","Unknown"
2467,"Other Kids","other kids","Unknown"
2468,"Bob Denver","bob denver","Unknown"
2469,"Captain Tenille","captain tenille","Unknown"
2470,"Female Ensign","female ensign","Unknown"
2471,"Enemy Crewperson","enemy crewperson","Unknown"
2396,"Cooder","cooder","Male"
2405,"Glen","glen","Male"
2430,"Renee","renee","Female"
2472,"Enemy Captain","enemy captain","Unknown"
2473,"Asian Ensign","asian ensign","Unknown"
2474,"Hick","hick","Unknown"
2475,"Russian Ambassador","russian ambassador","Unknown"
2476,"U.S. Ambassador","us ambassador","Unknown"
2477,"Lenin","lenin","Unknown"
2478,"Sonar Operator","sonar operator","Unknown"
2479,"AIRCRAFT CARRIER CAPTAIN","aircraft carrier captain","Unknown"
2480,"Thought Bubble Moe","thought bubble moe","Unknown"
2481,"Thought Bubble Bart","thought bubble bart","Unknown"
2482,"Penguins","penguins","Unknown"
2483,"Admiral #1","admiral 1","Unknown"
2484,"Admiral #3","admiral 3","Unknown"
2485,"Admiral #4","admiral 4","Unknown"
2486,"Janitor","janitor","Unknown"
2487,"Myron","myron","Unknown"
2488,"Agent Miller","agent miller","Unknown"
2489,"Lucius Sweet","lucius sweet","Unknown"
2490,"Mission Impossible Voice","mission impossible voice","Unknown"
2491,"Truman","truman","Unknown"
2492,"British Official","british official","Unknown"
2493,"Spanish Official","spanish official","Unknown"
2494,"French Official","french official","Unknown"
2495,"Customs Official","customs official","Unknown"
2496,"Street Vendor","street vendor","Unknown"
2497,"Castro","castro","Unknown"
2498,"Cuban Officials","cuban officials","Unknown"
